county_name,total_households,receiving_snap,state_code,county_code,Year
"Starke County, Indiana",8474,1518,18,149,2021
"Steuben County, Indiana",13689,1308,18,151,2021
"Sullivan County, Indiana",7575,1032,18,153,2021
"Switzerland County, Indiana",3704,683,18,155,2021
"Tippecanoe County, Indiana",71801,13525,18,157,2021
"Tipton County, Indiana",6155,551,18,159,2021
"Union County, Indiana",2820,165,18,161,2021
"Vanderburgh County, Indiana",76549,10921,18,163,2021
"Vermillion County, Indiana",6447,967,18,165,2021
"Vigo County, Indiana",42595,7866,18,167,2021
"Wabash County, Indiana",12538,1619,18,169,2021
"Warren County, Indiana",3342,342,18,171,2021
"Warrick County, Indiana",24327,1526,18,173,2021
"Washington County, Indiana",10641,1251,18,175,2021
"Wayne County, Indiana",26837,4458,18,177,2021
"Wells County, Indiana",11120,948,18,179,2021
"White County, Indiana",9554,788,18,181,2021
"Whitley County, Indiana",13725,1077,18,183,2021
"Adair County, Iowa",3180,379,19,001,2021
"Adams County, Iowa",1529,170,19,003,2021
"Allamakee County, Iowa",5814,508,19,005,2021
"Appanoose County, Iowa",4920,814,19,007,2021
"Audubon County, Iowa",2498,223,19,009,2021
"Benton County, Iowa",10075,896,19,011,2021
"Black Hawk County, Iowa",53465,7790,19,013,2021
"Boone County, Iowa",10720,784,19,015,2021
"Bremer County, Iowa",9638,690,19,017,2021
"Buchanan County, Iowa",7787,740,19,019,2021
"Buena Vista County, Iowa",7506,668,19,021,2021
"Butler County, Iowa",5860,739,19,023,2021
"Calhoun County, Iowa",3932,439,19,025,2021
"Carroll County, Iowa",8761,956,19,027,2021
"Cass County, Iowa",5777,896,19,029,2021
"Cedar County, Iowa",7381,603,19,031,2021
"Cerro Gordo County, Iowa",19569,2002,19,033,2021
"Cherokee County, Iowa",5126,551,19,035,2021
"Chickasaw County, Iowa",5005,439,19,037,2021
"Clarke County, Iowa",3740,565,19,039,2021
"Clay County, Iowa",7137,926,19,041,2021
"Clayton County, Iowa",7319,771,19,043,2021
"Clinton County, Iowa",19103,2098,19,045,2021
"Crawford County, Iowa",6159,1035,19,047,2021
"Dallas County, Iowa",37970,2410,19,049,2021
"Davis County, Iowa",3150,279,19,051,2021
"Decatur County, Iowa",3053,496,19,053,2021
"Delaware County, Iowa",6944,657,19,055,2021
"Des Moines County, Iowa",17042,2587,19,057,2021
"Dickinson County, Iowa",8096,458,19,059,2021
"Dubuque County, Iowa",39534,3873,19,061,2021
"Emmet County, Iowa",3856,488,19,063,2021
"Fayette County, Iowa",8107,987,19,065,2021
"Floyd County, Iowa",6712,791,19,067,2021
"Franklin County, Iowa",4108,584,19,069,2021
"Fremont County, Iowa",2742,218,19,071,2021
"Greene County, Iowa",3790,413,19,073,2021
"Grundy County, Iowa",5024,279,19,075,2021
"Guthrie County, Iowa",4463,441,19,077,2021
"Hamilton County, Iowa",5993,608,19,079,2021
"Hancock County, Iowa",4610,542,19,081,2021
"Hardin County, Iowa",7033,696,19,083,2021
"Harrison County, Iowa",5932,597,19,085,2021
"Henry County, Iowa",7565,804,19,087,2021
"Howard County, Iowa",3708,345,19,089,2021
"Humboldt County, Iowa",4189,592,19,091,2021
"Ida County, Iowa",2951,407,19,093,2021
"Iowa County, Iowa",6765,574,19,095,2021
"Jackson County, Iowa",8020,935,19,097,2021
"Jasper County, Iowa",14370,1346,19,099,2021
"Jefferson County, Iowa",6688,1100,19,101,2021
"Johnson County, Iowa",60573,9712,19,103,2021
"Jones County, Iowa",8053,737,19,105,2021
"Keokuk County, Iowa",4136,524,19,107,2021
"Kossuth County, Iowa",6422,696,19,109,2021
"Lee County, Iowa",14068,1767,19,111,2021
"Linn County, Iowa",93602,8308,19,113,2021
"Louisa County, Iowa",4043,391,19,115,2021
"Lucas County, Iowa",3614,514,19,117,2021
"Lyon County, Iowa",4364,287,19,119,2021
"Madison County, Iowa",6377,410,19,121,2021
"Mahaska County, Iowa",8813,1159,19,123,2021
"Marion County, Iowa",13241,1135,19,125,2021
"Marshall County, Iowa",15298,1900,19,127,2021
"Mills County, Iowa",5301,379,19,129,2021
"Mitchell County, Iowa",4400,268,19,131,2021
"Monona County, Iowa",3786,473,19,133,2021
"Monroe County, Iowa",2998,361,19,135,2021
"Montgomery County, Iowa",4380,610,19,137,2021
"Muscatine County, Iowa",16785,1950,19,139,2021
"O'Brien County, Iowa",5670,604,19,141,2021
"Osceola County, Iowa",2659,258,19,143,2021
"Page County, Iowa",6171,919,19,145,2021
"Palo Alto County, Iowa",3685,319,19,147,2021
"Plymouth County, Iowa",10191,672,19,149,2021
"Pocahontas County, Iowa",3121,340,19,151,2021
"Polk County, Iowa",195263,18555,19,153,2021
"Pottawattamie County, Iowa",36964,4228,19,155,2021
"Poweshiek County, Iowa",7820,1139,19,157,2021
"Ringgold County, Iowa",1860,167,19,159,2021
"Sac County, Iowa",4196,385,19,161,2021
"Scott County, Iowa",69955,7809,19,163,2021
"Shelby County, Iowa",4918,512,19,165,2021
"Sioux County, Iowa",12284,701,19,167,2021
"Story County, Iowa",37944,7359,19,169,2021
"Tama County, Iowa",6655,820,19,171,2021
"Taylor County, Iowa",2446,218,19,173,2021
"Union County, Iowa",4936,550,19,175,2021
"Van Buren County, Iowa",2858,367,19,177,2021
"Wapello County, Iowa",14120,2196,19,179,2021
"Warren County, Iowa",19517,1451,19,181,2021
"Washington County, Iowa",8833,650,19,183,2021
"Wayne County, Iowa",2536,301,19,185,2021
"Webster County, Iowa",15659,2147,19,187,2021
"Winnebago County, Iowa",4473,371,19,189,2021
"Winneshiek County, Iowa",8156,727,19,191,2021
"Woodbury County, Iowa",39826,5244,19,193,2021
"Worth County, Iowa",3164,242,19,195,2021
"Wright County, Iowa",5343,600,19,197,2021
"Allen County, Kansas",4976,754,20,001,2021
"Anderson County, Kansas",3164,412,20,003,2021
"Atchison County, Kansas",5874,720,20,005,2021
"Barber County, Kansas",1808,267,20,007,2021
"Barton County, Kansas",10147,1267,20,009,2021
"Bourbon County, Kansas",5773,782,20,011,2021
"Brown County, Kansas",3678,431,20,013,2021
"Butler County, Kansas",24620,2459,20,015,2021
"Chase County, Kansas",1063,74,20,017,2021
"Chautauqua County, Kansas",1294,232,20,019,2021
"Cherokee County, Kansas",7543,1185,20,021,2021
"Cheyenne County, Kansas",1229,183,20,023,2021
"Clark County, Kansas",844,93,20,025,2021
"Clay County, Kansas",3605,363,20,027,2021
"Cloud County, Kansas",3633,416,20,029,2021
"Coffey County, Kansas",3492,399,20,031,2021
"Comanche County, Kansas",844,67,20,033,2021
"Cowley County, Kansas",13017,1964,20,035,2021
"Crawford County, Kansas",15512,3355,20,037,2021
"Decatur County, Kansas",1304,158,20,039,2021
"Dickinson County, Kansas",7719,775,20,041,2021
"Doniphan County, Kansas",2785,471,20,043,2021
"Douglas County, Kansas",49259,8268,20,045,2021
"Edwards County, Kansas",1251,143,20,047,2021
"Elk County, Kansas",1005,156,20,049,2021
"Ellis County, Kansas",11899,2105,20,051,2021
"Ellsworth County, Kansas",2310,209,20,053,2021
"Finney County, Kansas",12924,1765,20,055,2021
"Ford County, Kansas",11571,1256,20,057,2021
"Franklin County, Kansas",10018,950,20,059,2021
"Geary County, Kansas",13429,2012,20,061,2021
"Gove County, Kansas",1206,96,20,063,2021
"Graham County, Kansas",1182,147,20,065,2021
"Grant County, Kansas",2471,192,20,067,2021
"Gray County, Kansas",2054,79,20,069,2021
"Greeley County, Kansas",543,48,20,071,2021
"Greenwood County, Kansas",2537,385,20,073,2021
"Hamilton County, Kansas",778,61,20,075,2021
"Harper County, Kansas",2204,388,20,077,2021
"Harvey County, Kansas",13263,1291,20,079,2021
"Haskell County, Kansas",1333,128,20,081,2021
"Hodgeman County, Kansas",725,46,20,083,2021
"Jackson County, Kansas",5204,552,20,085,2021
"Jefferson County, Kansas",7262,457,20,087,2021
"Jewell County, Kansas",1240,185,20,089,2021
"Johnson County, Kansas",237949,13079,20,091,2021
"Kearny County, Kansas",1306,109,20,093,2021
"Kingman County, Kansas",3177,263,20,095,2021
"Kiowa County, Kansas",926,55,20,097,2021
"Labette County, Kansas",7857,1102,20,099,2021
"Lane County, Kansas",659,76,20,101,2021
"Leavenworth County, Kansas",28664,2438,20,103,2021
"Lincoln County, Kansas",1212,160,20,105,2021
"Linn County, Kansas",4089,623,20,107,2021
"Logan County, Kansas",1156,117,20,109,2021
"Lyon County, Kansas",13215,2034,20,111,2021
"McPherson County, Kansas",12180,1190,20,113,2021
"Marion County, Kansas",4617,404,20,115,2021
"Marshall County, Kansas",4070,462,20,117,2021
"Meade County, Kansas",1632,150,20,119,2021
"Miami County, Kansas",12921,915,20,121,2021
"Mitchell County, Kansas",2445,258,20,123,2021
"Montgomery County, Kansas",12793,2132,20,125,2021
"Morris County, Kansas",2294,275,20,127,2021
"Morton County, Kansas",938,123,20,129,2021
"Nemaha County, Kansas",3971,301,20,131,2021
"Neosho County, Kansas",6232,835,20,133,2021
"Ness County, Kansas",1156,97,20,135,2021
"Norton County, Kansas",1816,152,20,137,2021
"Osage County, Kansas",6325,825,20,139,2021
"Osborne County, Kansas",1592,252,20,141,2021
"Ottawa County, Kansas",2356,291,20,143,2021
"Pawnee County, Kansas",2364,269,20,145,2021
"Phillips County, Kansas",2203,226,20,147,2021
"Pottawatomie County, Kansas",8788,869,20,149,2021
"Pratt County, Kansas",3671,430,20,151,2021
"Rawlins County, Kansas",1170,161,20,153,2021
"Reno County, Kansas",25023,3150,20,155,2021
"Republic County, Kansas",2077,242,20,157,2021
"Rice County, Kansas",3766,426,20,159,2021
"Riley County, Kansas",26566,5347,20,161,2021
"Rooks County, Kansas",2106,148,20,163,2021
"Rush County, Kansas",1318,122,20,165,2021
"Russell County, Kansas",2930,430,20,167,2021
"Saline County, Kansas",22048,3165,20,169,2021
"Scott County, Kansas",2121,294,20,171,2021
"Sedgwick County, Kansas",200871,25773,20,173,2021
"Seward County, Kansas",7249,937,20,175,2021
"Shawnee County, Kansas",74014,8737,20,177,2021
"Sheridan County, Kansas",1004,91,20,179,2021
"Sherman County, Kansas",2239,281,20,181,2021
"Smith County, Kansas",1525,144,20,183,2021
"Stafford County, Kansas",1571,143,20,185,2021
"Stanton County, Kansas",834,99,20,187,2021
"Stevens County, Kansas",1765,177,20,189,2021
"Sumner County, Kansas",8955,1172,20,191,2021
"Thomas County, Kansas",3166,377,20,193,2021
"Trego County, Kansas",1304,95,20,195,2021
"Wabaunsee County, Kansas",2537,160,20,197,2021
"Wallace County, Kansas",662,72,20,199,2021
"Washington County, Kansas",2274,214,20,201,2021
"Wichita County, Kansas",897,117,20,203,2021
"Wilson County, Kansas",3461,561,20,205,2021
"Woodson County, Kansas",1237,140,20,207,2021
"Wyandotte County, Kansas",60882,10373,20,209,2021
"Adair County, Kentucky",6890,1383,21,001,2021
"Allen County, Kentucky",7629,1404,21,003,2021
"Anderson County, Kentucky",9063,1096,21,005,2021
"Ballard County, Kentucky",2945,433,21,007,2021
"Barren County, Kentucky",17307,3349,21,009,2021
"Bath County, Kentucky",4756,1029,21,011,2021
"Bell County, Kentucky",9483,2781,21,013,2021
"Boone County, Kentucky",48683,2695,21,015,2021
"Bourbon County, Kentucky",8135,1226,21,017,2021
"Boyd County, Kentucky",18281,3402,21,019,2021
"Boyle County, Kentucky",11612,1932,21,021,2021
"Bracken County, Kentucky",3124,521,21,023,2021
"Breathitt County, Kentucky",5506,1717,21,025,2021
"Breckinridge County, Kentucky",7532,1369,21,027,2021
"Bullitt County, Kentucky",30485,3234,21,029,2021
"Butler County, Kentucky",4403,819,21,031,2021
"Caldwell County, Kentucky",5259,829,21,033,2021
"Calloway County, Kentucky",14621,2925,21,035,2021
"Campbell County, Kentucky",38030,5167,21,037,2021
"Carlisle County, Kentucky",1795,341,21,039,2021
"Carroll County, Kentucky",4141,947,21,041,2021
"Carter County, Kentucky",9483,2702,21,043,2021
"Casey County, Kentucky",5856,1514,21,045,2021
"Christian County, Kentucky",25552,4751,21,047,2021
"Clark County, Kentucky",14836,2004,21,049,2021
"Clay County, Kentucky",7015,2370,21,051,2021
"Clinton County, Kentucky",3791,858,21,053,2021
"Crittenden County, Kentucky",3452,520,21,055,2021
"Cumberland County, Kentucky",2451,790,21,057,2021
"Daviess County, Kentucky",40603,5907,21,059,2021
"Edmonson County, Kentucky",4847,879,21,061,2021
"Elliott County, Kentucky",2173,540,21,063,2021
"Estill County, Kentucky",5598,1580,21,065,2021
"Fayette County, Kentucky",134229,20128,21,067,2021
"Fleming County, Kentucky",5713,1023,21,069,2021
"Floyd County, Kentucky",14040,3789,21,071,2021
"Franklin County, Kentucky",22247,2574,21,073,2021
"Fulton County, Kentucky",2315,628,21,075,2021
"Gallatin County, Kentucky",3004,427,21,077,2021
"Garrard County, Kentucky",6554,874,21,079,2021
"Grant County, Kentucky",9044,1264,21,081,2021
"Graves County, Kentucky",14214,2702,21,083,2021
"Grayson County, Kentucky",9398,2236,21,085,2021
"Green County, Kentucky",4390,1031,21,087,2021
"Greenup County, Kentucky",14182,2067,21,089,2021
"Hancock County, Kentucky",3449,491,21,091,2021
"Hardin County, Kentucky",42288,4679,21,093,2021
"Harlan County, Kentucky",10370,3356,21,095,2021
"Harrison County, Kentucky",7264,1297,21,097,2021
"Hart County, Kentucky",7064,1653,21,099,2021
"Henderson County, Kentucky",18194,3126,21,101,2021
"Henry County, Kentucky",5967,1015,21,103,2021
"Hickman County, Kentucky",1674,301,21,105,2021
"Hopkins County, Kentucky",18314,3536,21,107,2021
"Jackson County, Kentucky",4956,1358,21,109,2021
"Jefferson County, Kentucky",323293,42072,21,111,2021
"Jessamine County, Kentucky",19054,2414,21,113,2021
"Johnson County, Kentucky",8376,1947,21,115,2021
"Kenton County, Kentucky",66999,7334,21,117,2021
"Knott County, Kentucky",5458,1579,21,119,2021
"Knox County, Kentucky",11115,3987,21,121,2021
"Larue County, Kentucky",5906,1026,21,123,2021
"Laurel County, Kentucky",23146,5214,21,125,2021
"Lawrence County, Kentucky",5524,1446,21,127,2021
"Lee County, Kentucky",2616,897,21,129,2021
"Leslie County, Kentucky",3688,1004,21,131,2021
"Letcher County, Kentucky",8406,2547,21,133,2021
"Lewis County, Kentucky",4737,1272,21,135,2021
"Lincoln County, Kentucky",9543,1938,21,137,2021
"Livingston County, Kentucky",3560,588,21,139,2021
"Logan County, Kentucky",10749,1970,21,141,2021
"Lyon County, Kentucky",3207,333,21,143,2021
"McCracken County, Kentucky",27062,3896,21,145,2021
"McCreary County, Kentucky",5700,1908,21,147,2021
"McLean County, Kentucky",3659,481,21,149,2021
"Madison County, Kentucky",35411,6207,21,151,2021
"Magoffin County, Kentucky",4525,1455,21,153,2021
"Marion County, Kentucky",7536,1354,21,155,2021
"Marshall County, Kentucky",13217,1790,21,157,2021
"Martin County, Kentucky",3637,1001,21,159,2021
"Mason County, Kentucky",6591,1118,21,161,2021
"Meade County, Kentucky",10331,1369,21,163,2021
"Menifee County, Kentucky",2130,529,21,165,2021
"Mercer County, Kentucky",8909,1241,21,167,2021
"Metcalfe County, Kentucky",4087,838,21,169,2021
"Monroe County, Kentucky",4491,1184,21,171,2021
"Montgomery County, Kentucky",10748,1987,21,173,2021
"Morgan County, Kentucky",4463,1042,21,175,2021
"Muhlenberg County, Kentucky",11456,1779,21,177,2021
"Nelson County, Kentucky",18163,1556,21,179,2021
"Nicholas County, Kentucky",2730,550,21,181,2021
"Ohio County, Kentucky",8845,1436,21,183,2021
"Oldham County, Kentucky",21934,1009,21,185,2021
"Owen County, Kentucky",4167,621,21,187,2021
"Owsley County, Kentucky",1460,491,21,189,2021
"Pendleton County, Kentucky",5194,1076,21,191,2021
"Perry County, Kentucky",11252,2667,21,193,2021
"Pike County, Kentucky",23855,6171,21,195,2021
"Powell County, Kentucky",4665,1210,21,197,2021
"Pulaski County, Kentucky",25255,6104,21,199,2021
"Robertson County, Kentucky",844,182,21,201,2021
"Rockcastle County, Kentucky",6307,1446,21,203,2021
"Rowan County, Kentucky",8819,2121,21,205,2021
"Russell County, Kentucky",6982,1585,21,207,2021
"Scott County, Kentucky",21347,1979,21,209,2021
"Shelby County, Kentucky",17046,1654,21,211,2021
"Simpson County, Kentucky",7222,1071,21,213,2021
"Spencer County, Kentucky",6892,471,21,215,2021
"Taylor County, Kentucky",9771,1525,21,217,2021
"Todd County, Kentucky",4355,850,21,219,2021
"Trigg County, Kentucky",5755,969,21,221,2021
"Trimble County, Kentucky",3238,440,21,223,2021
"Union County, Kentucky",4934,684,21,225,2021
"Warren County, Kentucky",51010,8242,21,227,2021
"Washington County, Kentucky",4642,676,21,229,2021
"Wayne County, Kentucky",7856,1547,21,231,2021
"Webster County, Kentucky",4759,880,21,233,2021
"Whitley County, Kentucky",12774,3027,21,235,2021
"Wolfe County, Kentucky",2470,939,21,237,2021
"Woodford County, Kentucky",10395,784,21,239,2021
"Acadia Parish, Louisiana",21555,4808,22,001,2021
"Allen Parish, Louisiana",7687,1510,22,003,2021
"Ascension Parish, Louisiana",45195,4279,22,005,2021
"Assumption Parish, Louisiana",8289,1642,22,007,2021
"Avoyelles Parish, Louisiana",14446,3867,22,009,2021
"Beauregard Parish, Louisiana",13352,2008,22,011,2021
"Bienville Parish, Louisiana",5236,1303,22,013,2021
"Bossier Parish, Louisiana",47849,7730,22,015,2021
"Caddo Parish, Louisiana",94311,20379,22,017,2021
"Calcasieu Parish, Louisiana",76829,11266,22,019,2021
"Caldwell Parish, Louisiana",3468,903,22,021,2021
"Cameron Parish, Louisiana",2216,144,22,023,2021
"Catahoula Parish, Louisiana",3055,737,22,025,2021
"Claiborne Parish, Louisiana",5042,1636,22,027,2021
"Concordia Parish, Louisiana",6273,1530,22,029,2021
"De Soto Parish, Louisiana",10168,2154,22,031,2021
"East Baton Rouge Parish, Louisiana",171349,28387,22,033,2021
"East Carroll Parish, Louisiana",2213,923,22,035,2021
"East Feliciana Parish, Louisiana",6520,893,22,037,2021
"Evangeline Parish, Louisiana",12076,3260,22,039,2021
"Franklin Parish, Louisiana",7279,1764,22,041,2021
"Grant Parish, Louisiana",6577,1090,22,043,2021
"Iberia Parish, Louisiana",26697,5272,22,045,2021
"Iberville Parish, Louisiana",10933,2074,22,047,2021
"Jackson Parish, Louisiana",5364,1078,22,049,2021
"Jefferson Parish, Louisiana",174954,27045,22,051,2021
"Jefferson Davis Parish, Louisiana",11351,2013,22,053,2021
"Lafayette Parish, Louisiana",95607,15900,22,055,2021
"Lafourche Parish, Louisiana",36412,5983,22,057,2021
"LaSalle Parish, Louisiana",4533,744,22,059,2021
"Lincoln Parish, Louisiana",17729,4584,22,061,2021
"Livingston Parish, Louisiana",48474,5525,22,063,2021
"Madison Parish, Louisiana",3076,937,22,065,2021
"Morehouse Parish, Louisiana",9240,2789,22,067,2021
"Natchitoches Parish, Louisiana",13765,3662,22,069,2021
"Orleans Parish, Louisiana",156586,37560,22,071,2021
"Ouachita Parish, Louisiana",58493,14109,22,073,2021
"Plaquemines Parish, Louisiana",8039,1441,22,075,2021
"Pointe Coupee Parish, Louisiana",8287,1947,22,077,2021
"Rapides Parish, Louisiana",48651,9016,22,079,2021
"Red River Parish, Louisiana",2800,656,22,081,2021
"Richland Parish, Louisiana",7202,1905,22,083,2021
"Sabine Parish, Louisiana",8361,1873,22,085,2021
"St. Bernard Parish, Louisiana",15472,3333,22,087,2021
"St. Charles Parish, Louisiana",18640,1882,22,089,2021
"St. Helena Parish, Louisiana",3991,1109,22,091,2021
"St. James Parish, Louisiana",7464,1017,22,093,2021
"St. John the Baptist Parish, Louisiana",15109,2213,22,095,2021
"St. Landry Parish, Louisiana",30479,8164,22,097,2021
"St. Martin Parish, Louisiana",19537,3434,22,099,2021
"St. Mary Parish, Louisiana",18565,4153,22,101,2021
"St. Tammany Parish, Louisiana",99293,11610,22,103,2021
"Tangipahoa Parish, Louisiana",48390,8777,22,105,2021
"Tensas Parish, Louisiana",1502,402,22,107,2021
"Terrebonne Parish, Louisiana",41960,7847,22,109,2021
"Union Parish, Louisiana",7669,1932,22,111,2021
"Vermilion Parish, Louisiana",21580,3770,22,113,2021
"Vernon Parish, Louisiana",17263,3144,22,115,2021
"Washington Parish, Louisiana",17367,4382,22,117,2021
"Webster Parish, Louisiana",14831,3993,22,119,2021
"West Baton Rouge Parish, Louisiana",9759,1069,22,121,2021
"West Carroll Parish, Louisiana",3700,789,22,123,2021
"West Feliciana Parish, Louisiana",3852,554,22,125,2021
"Winn Parish, Louisiana",4726,871,22,127,2021
"Androscoggin County, Maine",45770,5597,23,001,2021
"Aroostook County, Maine",28939,4746,23,003,2021
"Cumberland County, Maine",125986,10895,23,005,2021
"Franklin County, Maine",12018,1319,23,007,2021
"Hancock County, Maine",24103,2618,23,009,2021
"Kennebec County, Maine",52752,6644,23,011,2021
"Knox County, Maine",17529,1726,23,013,2021
"Lincoln County, Maine",15372,1788,23,015,2021
"Oxford County, Maine",22747,3083,23,017,2021
"Penobscot County, Maine",62812,8824,23,019,2021
"Piscataquis County, Maine",7176,1162,23,021,2021
"Sagadahoc County, Maine",15879,1864,23,023,2021
"Somerset County, Maine",21596,3845,23,025,2021
"Waldo County, Maine",17213,2439,23,027,2021
"Washington County, Maine",13258,2673,23,029,2021
"York County, Maine",87914,7367,23,031,2021
"Allegany County, Maryland",27563,4268,24,001,2021
"Anne Arundel County, Maryland",218682,11638,24,003,2021
"Baltimore County, Maryland",326932,29667,24,005,2021
"Calvert County, Maryland",32751,1508,24,009,2021
"Caroline County, Maryland",11963,1432,24,011,2021
"Carroll County, Maryland",62907,3372,24,013,2021
"Cecil County, Maryland",38672,3367,24,015,2021
"Charles County, Maryland",58138,3611,24,017,2021
"Dorchester County, Maryland",13123,2016,24,019,2021
"Frederick County, Maryland",97615,6149,24,021,2021
"Garrett County, Maryland",12392,1193,24,023,2021
"Harford County, Maryland",97468,7073,24,025,2021
"Howard County, Maryland",118037,6561,24,027,2021
"Kent County, Maryland",8291,880,24,029,2021
"Montgomery County, Maryland",383308,26593,24,031,2021
"Prince George's County, Maryland",337366,29563,24,033,2021
"Queen Anne's County, Maryland",18914,1480,24,035,2021
"St. Mary's County, Maryland",40236,3103,24,037,2021
"Somerset County, Maryland",8113,1757,24,039,2021
"Talbot County, Maryland",16251,1290,24,041,2021
"Washington County, Maryland",58630,7931,24,043,2021
"Wicomico County, Maryland",39452,5200,24,045,2021
"Worcester County, Maryland",22573,2017,24,047,2021
"Baltimore city, Maryland",244893,48107,24,510,2021
"Barnstable County, Massachusetts",98163,7399,25,001,2021
"Berkshire County, Massachusetts",55525,5584,25,003,2021
"Bristol County, Massachusetts",227816,27092,25,005,2021
"Dukes County, Massachusetts",6801,537,25,007,2021
"Essex County, Massachusetts",307959,33901,25,009,2021
"Franklin County, Massachusetts",30792,3271,25,011,2021
"Hampden County, Massachusetts",183309,29814,25,013,2021
"Hampshire County, Massachusetts",60903,6931,25,015,2021
"Middlesex County, Massachusetts",624335,50458,25,017,2021
"Nantucket County, Massachusetts",4031,141,25,019,2021
"Norfolk County, Massachusetts",276744,20034,25,021,2021
"Plymouth County, Massachusetts",196307,14853,25,023,2021
"Suffolk County, Massachusetts",315192,56407,25,025,2021
"Worcester County, Massachusetts",326571,33954,25,027,2021
"Alcona County, Michigan",4795,718,26,001,2021
"Alger County, Michigan",3060,383,26,003,2021
"Allegan County, Michigan",44240,3525,26,005,2021
"Alpena County, Michigan",12584,1988,26,007,2021
"Antrim County, Michigan",10108,1001,26,009,2021
"Arenac County, Michigan",6292,846,26,011,2021
"Baraga County, Michigan",3164,458,26,013,2021
"Barry County, Michigan",24115,2166,26,015,2021
"Bay County, Michigan",45007,7020,26,017,2021
"Benzie County, Michigan",6817,743,26,019,2021
"Berrien County, Michigan",63403,9526,26,021,2021
"Branch County, Michigan",16625,1790,26,023,2021
"Calhoun County, Michigan",53197,7618,26,025,2021
"Cass County, Michigan",20704,2542,26,027,2021
"Charlevoix County, Michigan",11769,1085,26,029,2021
"Cheboygan County, Michigan",10671,1290,26,031,2021
"Chippewa County, Michigan",13757,2407,26,033,2021
"Clare County, Michigan",11686,2275,26,035,2021
"Clinton County, Michigan",30835,2480,26,037,2021
"Crawford County, Michigan",5705,955,26,039,2021
"Delta County, Michigan",15695,2052,26,041,2021
"Dickinson County, Michigan",11394,1209,26,043,2021
"Eaton County, Michigan",44895,3363,26,045,2021
"Emmet County, Michigan",14280,1343,26,047,2021
"Genesee County, Michigan",164905,26256,26,049,2021
"Gladwin County, Michigan",10714,1618,26,051,2021
"Gogebic County, Michigan",6770,1090,26,053,2021
"Grand Traverse County, Michigan",38511,3737,26,055,2021
"Gratiot County, Michigan",14859,1939,26,057,2021
"Hillsdale County, Michigan",17683,2437,26,059,2021
"Houghton County, Michigan",13884,2561,26,061,2021
"Huron County, Michigan",13474,1633,26,063,2021
"Ingham County, Michigan",114732,19417,26,065,2021
"Ionia County, Michigan",22782,2191,26,067,2021
"Iosco County, Michigan",11402,1698,26,069,2021
"Iron County, Michigan",5087,756,26,071,2021
"Isabella County, Michigan",24582,5771,26,073,2021
"Jackson County, Michigan",61833,7746,26,075,2021
"Kalamazoo County, Michigan",105299,14750,26,077,2021
"Kalkaska County, Michigan",7001,1012,26,079,2021
"Kent County, Michigan",249821,25356,26,081,2021
"Keweenaw County, Michigan",1039,83,26,083,2021
"Lake County, Michigan",4349,806,26,085,2021
"Lapeer County, Michigan",33977,3606,26,087,2021
"Leelanau County, Michigan",9108,555,26,089,2021
"Lenawee County, Michigan",38667,4122,26,091,2021
"Livingston County, Michigan",73924,3456,26,093,2021
"Luce County, Michigan",2128,363,26,095,2021
"Mackinac County, Michigan",5063,822,26,097,2021
"Macomb County, Michigan",351715,35937,26,099,2021
"Manistee County, Michigan",9681,1019,26,101,2021
"Marquette County, Michigan",26709,4065,26,103,2021
"Mason County, Michigan",12135,1609,26,105,2021
"Mecosta County, Michigan",15800,3035,26,107,2021
"Menominee County, Michigan",9726,1118,26,109,2021
"Midland County, Michigan",34090,3921,26,111,2021
"Missaukee County, Michigan",5845,656,26,113,2021
"Monroe County, Michigan",61523,6658,26,115,2021
"Montcalm County, Michigan",23686,2964,26,117,2021
"Montmorency County, Michigan",4305,671,26,119,2021
"Muskegon County, Michigan",66122,8113,26,121,2021
"Newaygo County, Michigan",18892,2688,26,123,2021
"Oakland County, Michigan",520393,42933,26,125,2021
"Oceana County, Michigan",9789,1149,26,127,2021
"Ogemaw County, Michigan",8999,1472,26,129,2021
"Ontonagon County, Michigan",2710,351,26,131,2021
"Osceola County, Michigan",8675,1254,26,133,2021
"Oscoda County, Michigan",3292,430,26,135,2021
"Otsego County, Michigan",10452,1192,26,137,2021
"Ottawa County, Michigan",107218,8531,26,139,2021
"Presque Isle County, Michigan",5844,719,26,141,2021
"Roscommon County, Michigan",11014,1648,26,143,2021
"Saginaw County, Michigan",77995,13307,26,145,2021
"St. Clair County, Michigan",65362,7353,26,147,2021
"St. Joseph County, Michigan",23670,2893,26,149,2021
"Sanilac County, Michigan",17086,2274,26,151,2021
"Schoolcraft County, Michigan",3607,508,26,153,2021
"Shiawassee County, Michigan",27704,3098,26,155,2021
"Tuscola County, Michigan",21328,2699,26,157,2021
"Van Buren County, Michigan",29148,3845,26,159,2021
"Washtenaw County, Michigan",147185,19490,26,161,2021
"Wayne County, Michigan",685635,130370,26,163,2021
"Wexford County, Michigan",13002,1756,26,165,2021
"Aitkin County, Minnesota",6595,830,27,001,2021
"Anoka County, Minnesota",132559,8020,27,003,2021
"Becker County, Minnesota",13780,1467,27,005,2021
"Beltrami County, Minnesota",17555,2722,27,007,2021
"Benton County, Minnesota",16351,1668,27,009,2021
"Big Stone County, Minnesota",2276,286,27,011,2021
"Blue Earth County, Minnesota",26630,4160,27,013,2021
"Brown County, Minnesota",10773,949,27,015,2021
